Short Name,Full Name,Faculty,Category,Instructors,TAs,Session title,Section,Location,Guest teacher,Type,length,Date,Teaching strategy,Instruction type,topics,Specific objectives,Course Outcomes: all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 321 (LEC A1 Fa17),PHARM 321 PHARM BIOTECHNOLOGY/IMMUN (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Michael R. Doschak,,Lecture 1,,ECHA 2-190,M. Doschak,Lecture,80 minutes,2017-10-19,,,Introduction to Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,FINAL,,,,lecture,50 minutes,2017-12-15,,face to face,FINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 16,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-12-04,,face to face,Aboriginal Peoples and health care; Group assignment due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 15,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-12-01,,face to face,Medical Aid in Dying: The Legal Framework and the Role of the Pharmacist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 14,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-29,,face to face,Supported Decision-Making: Personal Directives and Powers of Attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 13,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-27,,face to face,Law of Negligence: Defences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 12,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-24,,face to face,Law of Negligence: Causation and Damages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 11,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-23,,face to face,Law of Negligence: Duty and Standard of Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,MIDTERM,,,,lecture,50 minutes,2017-11-22,,face to face,MIDTERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 10,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-21,,face to face,Privacy Law: Health Information Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 9,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-20,,face to face,Privacy Law: Health Information Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 8,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-10,,face to face,Types of legal actions / The Alberta court system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 7,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-11-01,,face to face,Introduction to the Legal System: Defining law / Sources and institutions of law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 6,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-10-31,,face to face,Professional Responsibility: The ACP Code of Ethics / The professional discipline process / Pharmacists and substance abuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 5,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-10-27,,face to face,Professional ethics: Conscientious objection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 4,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-10-25,,face to face,Medical ethics: Autonomy and informed consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 3,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-10-23,,face to face,Medical ethics: Beneficence and nonmaleficence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 2,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-10-20,,face to face,Ethics and the pharmacy profession: Historical overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 362 (LEC A1 Fa17),PHARM 362 PHARMACY LAWS AND ETHICS (LEC A1 Fa17),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Dr. Ubaka Ogbogu,,Lecture 1,,MSB 227,Ubaka Ogbogu,lecture,50 minutes,2017-10-18,,face to face,Course overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lecture 1,,MS 227,Ken Cor & TBA,lecture,50 minutes,2017-09-08,,face to face,"Types of drug information resources, Types of drug information requests, Pharmacists role in answering drug information requests, Introduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Seminar 1,E8,MSB 2-50,Janice Kung,seminar,50 minutes,2017-09-11,,face to face,Research Skills Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Seminar 1,E7,MSB 2-50,Janice Kung,seminar,50 minutes,2017-09-12,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Seminar 1,E10,MSB 2-50,Janice Kung,seminar,50 minutes,2017-09-18,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Seminar 1,E9,MSB 2-50,Janice Kung,seminar,50 minutes,2017-09-19,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Seminar 1,E11,MSB 2-50,Janice Kung,seminar,50 minutes,2017-09-20,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Seminar 1,E12,MSB 2-50,Janice Kung,seminar,50 minutes,2017-09-21,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 1,D4,MS 1-15,Course TAs,lab,110 minutes,2017-09-25,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lecture 2,,MS 227,Katherine Sorenson,lecture,50 minutes,2017-09-26,,face to face,"Drug information resources, Role of drug information in healthcare, Drug Information Services and Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 1,D5,MS 1-15,Course TAs,lab,110 minutes,2017-09-27,,face to face,Drug Information Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 1,D6,MS 1-15,Course TAs,lab,110 minutes,2017-09-29,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lecture 3,,MS 227,Katherine Sorenson,lecture,110 minutes,2017-10-03,,face to face,"Following-up, Replying to the requestor, Planning and complete a literature search, Obtaining background information, Evaluating the data and composing a response, Classifying and confirming the ultimate question, Gathering requestor information, Systematic Approach to Drug Information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 2,D4,MS 1-15,Course TAs,lab,110 minutes,2017-10-06,,face to face,Systematic Approach to Drug Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 2,D5,MS 1-15,Course TAs,lab,110 minutes,2017-10-11,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 2,D6,MS 1-15,Course TAs,lab,110 minutes,2017-10-20,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 3,D4,MS 1-15,Course TAs,lab,110 minutes,2017-10-23,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 3,D5,MS 1-15,Course TAs,lab,110 minutes,2017-10-25,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 304 (LEC A2 Fa17),PHARM 304 - DRUG INFORMATION (Fall 2017),Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,Ken Cor,,Lab 3,D6,MS 1-15,Course TAs,lab,110 minutes,2017-10-27,,face to face,See Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 5,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-01,,face to face,Data Sources  Part II: Secondary Analyses & Population-Based Surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 6,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-03,,face to face,Pharmacoepidemiologic Study Designs  Part I: Cross-Sectional Studies and Case-Control Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 7,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-06,,face to face,Pharmacoepidemiologic Study Designs  Part II: Cohort Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 8,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-08,,face to face,Measurement of Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 9,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-10,,face to face,Bradford-Hill Considerations for Causal Inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 10,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-13,,face to face,Bias in Observational Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 11,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-15,,face to face,Confounding in Observational Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 22,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-24,,face to face,Pharmacy Practice Research Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 23,,6-28 MSB,T. Charrois,lecture,50 minutes,2018-03-27,,face to face,Pharmacy Practice Research Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 24,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-29,,face to face,Pharmacoeconomic Evaluations & Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 18,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-15,,face to face,Pharmacy Practice Research Design Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 19,,6-28 MSB,C. Kabatoff,lecture,50 minutes,2018-03-17,,face to face,Consent and Ethical Considerations in Pharmacy Practice Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 20,,6-28 MSB,Dr. Cor,lecture,50 minutes,2018-03-20,,face to face,Survey Methods  Part I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 21,,6-28 MSB,Dr. Cor,lecture,50 minutes,2018-03-22,,face to face,Survey Methods  Part II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 1,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-01-23,,face to face,Course Outline & Introduction to Pharmacoepidemiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 2,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-01-25,,face to face,Limitations of Drug Approval & Pre-Marketing Clinical Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 3,,6-28 MSB,Dr. Eurich,lecture,50 minutes,2018-01-27,,face to face,Randomized Controlled Trials & Observational Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 4,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-01-30,,face to face,Data Sources  Part I: ADR Reports & Health Care Databases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 12,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-02-27,,face to face,Meta-Analysis  Part I: Search and Selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 13,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-01,,face to face,Meta-Analysis  Part II: Data Synthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 14,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-03,,face to face,JAMA Users Guides approach to critically appraising observational studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 15,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-06,,face to face,Open Topics in Pharmacoepidemiology  Questions from the Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Midterm,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-08,,face to face,Midterm exam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Seminar,,2-50 MSB,UofA Librarian,seminar,50 minutes,2018-03-09,,face to face,LITERATURE SEARCH SKILLS SEMINAR (50-minutes/group),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2017 LEC B1 SEM J1),PHARM 392 Wi17 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 2nd year",Scot H. Simpson,,Lecture 16,,6-28 MSB,Dr. Simpson,lecture,50 minutes,2018-03-10,,face to face,Quality Improvement Framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
